exercicio,instituicao,cod_ibge,uf,anexo,rotulo,coluna,cod_conta,conta,valor,populacao,cod_interno
2014,Prefeitura Municipal de Veríssimo - MG,3171105,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,11227,3781,17
2014,Prefeitura Municipal de Vermelho Novo - MG,3171154,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,4162,4871,17
2014,Prefeitura Municipal de Vermelho Novo - MG,3171154,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,4162,4871,17
2014,Prefeitura Municipal de Vermelho Novo - MG,3171154,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,4162,4871,17
2014,Prefeitura Municipal de Viçosa - MG,3171303,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,17487453.38,76745,17
2014,Prefeitura Municipal de Viçosa - MG,3171303,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,14562743.98,76745,17
2014,Prefeitura Municipal de Viçosa - MG,3171303,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,14332450.6,76745,17
2014,Prefeitura Municipal de Viçosa - MG,3171303,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,2924709.4,76745,17
2014,Prefeitura Municipal de Viçosa - MG,3171303,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,230293.38,76745,17
2014,Prefeitura Municipal de Vieiras - MG,3171402,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,41137.24,3777,17
2014,Prefeitura Municipal de Vieiras - MG,3171402,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,41137.24,3777,17
2014,Prefeitura Municipal de Vieiras - MG,3171402,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,41137.24,3777,17
2014,Prefeitura Municipal de Mathias Lobato - MG,3171501,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,39050.84,3389,17
2014,Prefeitura Municipal de Mathias Lobato - MG,3171501,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,39050.84,3389,17
2014,Prefeitura Municipal de Mathias Lobato - MG,3171501,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,39050.84,3389,17
2014,Prefeitura Municipal de Virgem da Lapa - MG,3171600,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,8370507.44,14023,17
2014,Prefeitura Municipal de Virgem da Lapa - MG,3171600,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,300229.04,14023,17
2014,Prefeitura Municipal de Virgem da Lapa - MG,3171600,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,294759.16,14023,17
2014,Prefeitura Municipal de Virgem da Lapa - MG,3171600,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,8070278.4,14023,17
2014,Prefeitura Municipal de Virgem da Lapa - MG,3171600,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,5469.88,14023,17
2014,Prefeitura Municipal de Virgínia - MG,3171709,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,2040838.68,8865,17
2014,Prefeitura Municipal de Virgínia - MG,3171709,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,2040838.68,8865,17
2014,Prefeitura Municipal de Virgínia - MG,3171709,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,2001831.49,8865,17
2014,Prefeitura Municipal de Virgínia - MG,3171709,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,39007.19,8865,17
2014,Prefeitura Municipal de Virginópolis - MG,3171808,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,215228.14,10820,17
2014,Prefeitura Municipal de Virginópolis - MG,3171808,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,214871.14,10820,17
2014,Prefeitura Municipal de Virginópolis - MG,3171808,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,214524.26,10820,17
2014,Prefeitura Municipal de Virginópolis - MG,3171808,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,357,10820,17
2014,Prefeitura Municipal de Virginópolis - MG,3171808,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,346.88,10820,17
2014,Prefeitura Municipal de Virgolândia - MG,3171907,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,103841.15,5691,17
2014,Prefeitura Municipal de Virgolândia - MG,3171907,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,103841.15,5691,17
2014,Prefeitura Municipal de Virgolândia - MG,3171907,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,103841.15,5691,17
2014,Prefeitura Municipal de Visconde do Rio Branco - MG,3172004,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,311086.4,40778,17
2014,Prefeitura Municipal de Visconde do Rio Branco - MG,3172004,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,281714.7,40778,17
2014,Prefeitura Municipal de Visconde do Rio Branco - MG,3172004,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,247521.3,40778,17
2014,Prefeitura Municipal de Visconde do Rio Branco - MG,3172004,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,29371.7,40778,17
2014,Prefeitura Municipal de Visconde do Rio Branco - MG,3172004,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,34193.4,40778,17
2014,Prefeitura Municipal de Volta Grande - MG,3172103,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,1049341.43,5274,17
2014,Prefeitura Municipal de Volta Grande - MG,3172103,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,811865.24,5274,17
2014,Prefeitura Municipal de Volta Grande - MG,3172103,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,787464.8,5274,17
2014,Prefeitura Municipal de Volta Grande - MG,3172103,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,237476.19,5274,17
2014,Prefeitura Municipal de Volta Grande - MG,3172103,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,24400.44,5274,17
2014,Prefeitura Municipal de Wenceslau Braz - MG,3172202,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,21131.8,2618,17
2014,Prefeitura Municipal de Wenceslau Braz - MG,3172202,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,21131.8,2618,17
2014,Prefeitura Municipal de Wenceslau Braz - MG,3172202,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,21131.8,2618,17
2014,Governo do Estado de Minas Gerais,31,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,113074960.03,20734097,17
2014,Governo do Estado de Minas Gerais,31,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,113004186.88,20734097,17
2014,Governo do Estado de Minas Gerais,31,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,107289129.42,20734097,17
2014,Governo do Estado de Minas Gerais,31,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,70773.15,20734097,17
2014,Governo do Estado de Minas Gerais,31,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,5715057.46,20734097,17
2015,Prefeitura Municipal de Abadia dos Dourados - MG,3100104,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,11340,6992,17
2015,Prefeitura Municipal de Abadia dos Dourados - MG,3100104,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,11340,6992,17
2015,Prefeitura Municipal de Abadia dos Dourados - MG,3100104,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,10590,6992,17
2015,Prefeitura Municipal de Abadia dos Dourados - MG,3100104,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,750,6992,17
2015,Prefeitura Municipal de Abaeté - MG,3100203,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,76485.97,23494,17
2015,Prefeitura Municipal de Abaeté - MG,3100203,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,3722.6,23494,17
2015,Prefeitura Municipal de Abaeté - MG,3100203,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,3722.6,23494,17
2015,Prefeitura Municipal de Abaeté - MG,3100203,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,72763.37,23494,17
2015,Prefeitura Municipal de Abre Campo - MG,3100302,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,1375182.37,13711,17
2015,Prefeitura Municipal de Abre Campo - MG,3100302,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,1323658.88,13711,17
2015,Prefeitura Municipal de Abre Campo - MG,3100302,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,1323658.88,13711,17
2015,Prefeitura Municipal de Acaiaca - MG,3100401,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,1421938.03,4050,17
2015,Prefeitura Municipal de Acaiaca - MG,3100401,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,1093604.63,4050,17
2015,Prefeitura Municipal de Acaiaca - MG,3100401,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,1078695.41,4050,17
2015,Prefeitura Municipal de Acaiaca - MG,3100401,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,328333.4,4050,17
2015,Prefeitura Municipal de Acaiaca - MG,3100401,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,14909.22,4050,17
2015,Prefeitura Municipal de Açucena - MG,3100500,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,14638,10216,17
2015,Prefeitura Municipal de Açucena - MG,3100500,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,14638,10216,17
2015,Prefeitura Municipal de Açucena - MG,3100500,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,14638,10216,17
2015,Prefeitura Municipal de Água Boa - MG,3100609,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,46895.28,14856,17
2015,Prefeitura Municipal de Água Boa - MG,3100609,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,46895.28,14856,17
2015,Prefeitura Municipal de Água Boa - MG,3100609,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,46895.28,14856,17
2015,Prefeitura Municipal de Água Comprida - MG,3100708,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,547324.13,2067,17
2015,Prefeitura Municipal de Água Comprida - MG,3100708,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,486006.2,2067,17
2015,Prefeitura Municipal de Água Comprida - MG,3100708,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,486006.2,2067,17
2015,Prefeitura Municipal de Água Comprida - MG,3100708,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,61317.93,2067,17
2015,Prefeitura Municipal de Aguanil - MG,3100807,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,307629.36,4332,17
2015,Prefeitura Municipal de Aguanil - MG,3100807,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,307629.36,4332,17
2015,Prefeitura Municipal de Aguanil - MG,3100807,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,268052.64,4332,17
2015,Prefeitura Municipal de Aguanil - MG,3100807,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,39576.72,4332,17
2015,Prefeitura Municipal de Águas Formosas - MG,3100906,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,43789.1,19248,17
2015,Prefeitura Municipal de Águas Formosas - MG,3100906,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,43789.1,19248,17
2015,Prefeitura Municipal de Águas Formosas - MG,3100906,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,43665.6,19248,17
2015,Prefeitura Municipal de Águas Formosas - MG,3100906,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,123.5,19248,17
2015,Prefeitura Municipal de Águas Vermelhas - MG,3101003,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,1703.75,13378,17
2015,Prefeitura Municipal de Águas Vermelhas - MG,3101003,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,1703.75,13378,17
2015,Prefeitura Municipal de Águas Vermelhas - MG,3101003,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,1703.75,13378,17
2015,Prefeitura Municipal de Aimorés - MG,3101102,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,2636842.63,25685,17
2015,Prefeitura Municipal de Aimorés - MG,3101102,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,448650.32,25685,17
2015,Prefeitura Municipal de Aimorés - MG,3101102,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,2549278.09,25685,17
2015,Prefeitura Municipal de Aimorés - MG,3101102,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,2188192.31,25685,17
2015,Prefeitura Municipal de Aimorés - MG,3101102,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,2100627.77,25685,17
2015,Prefeitura Municipal de Aiuruoca - MG,3101201,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,255239.24,6257,17
2015,Prefeitura Municipal de Aiuruoca - MG,3101201,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,255239.24,6257,17
2015,Prefeitura Municipal de Aiuruoca - MG,3101201,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,255239.24,6257,17
2015,Prefeitura Municipal de Alagoa - MG,3101300,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,63094.5,2764,17
2015,Prefeitura Municipal de Alagoa - MG,3101300,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,62444.5,2764,17
2015,Prefeitura Municipal de Alagoa - MG,3101300,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,42794.5,2764,17
2015,Prefeitura Municipal de Alagoa - MG,3101300,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,650,2764,17
2015,Prefeitura Municipal de Alagoa - MG,3101300,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,19650,2764,17
2015,Prefeitura Municipal de Albertina - MG,3101409,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,251255.25,3025,17
2015,Prefeitura Municipal de Albertina - MG,3101409,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,248640.05,3025,17
2015,Prefeitura Municipal de Albertina - MG,3101409,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,248640.05,3025,17
2015,Prefeitura Municipal de Albertina - MG,3101409,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,2615.2,3025,17
2015,Prefeitura Municipal de Além Paraíba - MG,3101508,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,2116667.88,35641,17
2015,Prefeitura Municipal de Além Paraíba - MG,3101508,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,2116667.88,35641,17
2015,Prefeitura Municipal de Além Paraíba - MG,3101508,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,2116667.88,35641,17
2015,Prefeitura Municipal de Alfredo Vasconcelos - MG,3101631,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,7508,6566,17
2015,Prefeitura Municipal de Alfredo Vasconcelos - MG,3101631,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,7508,6566,17
2015,Prefeitura Municipal de Alfredo Vasconcelos - MG,3101631,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,7508,6566,17
2015,Prefeitura Municipal de Almenara - MG,3101706,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,825,41028,17
2015,Prefeitura Municipal de Almenara - MG,3101706,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,825,41028,17
2015,Prefeitura Municipal de Almenara - MG,3101706,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,825,41028,17
2015,Prefeitura Municipal de Alpinópolis - MG,3101904,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,183621.72,19513,17
2015,Prefeitura Municipal de Alpinópolis - MG,3101904,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,183621.72,19513,17
2015,Prefeitura Municipal de Alpinópolis - MG,3101904,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,183621.72,19513,17
2015,Prefeitura Municipal de Alterosa - MG,3102001,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,105278.59,14371,17
2015,Prefeitura Municipal de Alterosa - MG,3102001,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,105151.49,14371,17
2015,Prefeitura Municipal de Alterosa - MG,3102001,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,105151.49,14371,17
2015,Prefeitura Municipal de Alterosa - MG,3102001,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,127.1,14371,17
2015,Prefeitura Municipal de Alto Caparaó - MG,3102050,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,88356.26,5655,17
2015,Prefeitura Municipal de Alto Caparaó - MG,3102050,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,88356.26,5655,17
2015,Prefeitura Municipal de Alto Caparaó - MG,3102050,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,88356.26,5655,17
2015,Prefeitura Municipal de Alto Rio Doce - MG,3102100,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,17273.71,12006,17
2015,Prefeitura Municipal de Alto Rio Doce - MG,3102100,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,17273.71,12006,17
2015,Prefeitura Municipal de Alto Rio Doce - MG,3102100,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,14288.71,12006,17
2015,Prefeitura Municipal de Alto Rio Doce - MG,3102100,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,2985,12006,17
2015,Prefeitura Municipal de Alvarenga - MG,3102209,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,100564.68,4343,17
2015,Prefeitura Municipal de Alvarenga - MG,3102209,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,28775.2,4343,17
2015,Prefeitura Municipal de Alvarenga - MG,3102209,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,20936.7,4343,17
2015,Prefeitura Municipal de Alvarenga - MG,3102209,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,71789.48,4343,17
2015,Prefeitura Municipal de Alvarenga - MG,3102209,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,7838.5,4343,17
2015,Prefeitura Municipal de Alvinópolis - MG,3102308,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,222226.81,15630,17
2015,Prefeitura Municipal de Alvinópolis - MG,3102308,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,222226.81,15630,17
2015,Prefeitura Municipal de Alvinópolis - MG,3102308,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,199583.1,15630,17
2015,Prefeitura Municipal de Alvinópolis - MG,3102308,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,22643.71,15630,17
2015,Prefeitura Municipal de Alvorada de Minas - MG,3102407,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,1237871.81,3661,17
2015,Prefeitura Municipal de Alvorada de Minas - MG,3102407,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,1234710.81,3661,17
2015,Prefeitura Municipal de Alvorada de Minas - MG,3102407,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,1234710.81,3661,17
2015,Prefeitura Municipal de Alvorada de Minas - MG,3102407,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,3161,3661,17
2015,Prefeitura Municipal de Alvorada de Minas - MG,3102407,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,3161,3661,17
2015,Prefeitura Municipal de Amparo do Serra - MG,3102506,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,46367.5,4997,17
2015,Prefeitura Municipal de Amparo do Serra - MG,3102506,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,46367.5,4997,17
2015,Prefeitura Municipal de Amparo do Serra - MG,3102506,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,46367.5,4997,17
2015,Prefeitura Municipal de Andradas - MG,3102605,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,269130.99,39761,17
2015,Prefeitura Municipal de Andradas - MG,3102605,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,269130.99,39761,17
2015,Prefeitura Municipal de Andradas - MG,3102605,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,216990.21,39761,17
2015,Prefeitura Municipal de Andradas - MG,3102605,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,52140.78,39761,17
2015,Prefeitura Municipal de Cachoeira de Pajeú - MG,3102704,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,63864.37,9372,17
2015,Prefeitura Municipal de Cachoeira de Pajeú - MG,3102704,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,62284.37,9372,17
2015,Prefeitura Municipal de Cachoeira de Pajeú - MG,3102704,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,47279.61,9372,17
2015,Prefeitura Municipal de Cachoeira de Pajeú - MG,3102704,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,1580,9372,17
2015,Prefeitura Municipal de Cachoeira de Pajeú - MG,3102704,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,16584.76,9372,17
2015,Prefeitura Municipal de Andrelândia - MG,3102803,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,1191554.76,12507,17
2015,Prefeitura Municipal de Andrelândia - MG,3102803,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,1186627.52,12507,17
2015,Prefeitura Municipal de Andrelândia - MG,3102803,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,1164500.16,12507,17
2015,Prefeitura Municipal de Andrelândia - MG,3102803,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,4927.24,12507,17
2015,Prefeitura Municipal de Andrelândia - MG,3102803,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,22127.36,12507,17
2015,Prefeitura Municipal de Angelândia - MG,3102852,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,7900,8416,17
2015,Prefeitura Municipal de Angelândia - MG,3102852,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,1975,8416,17
2015,Prefeitura Municipal de Angelândia - MG,3102852,MG,DCA-Anexo I-E,NA,Inscrição de RP Não Processados,TotalDespesas,17 - Saneamento,5925,8416,17
2015,Prefeitura Municipal de Angelândia - MG,3102852,MG,DCA-Anexo I-E,NA,Inscrição de RP Processados,TotalDespesas,17 - Saneamento,7900,8416,17
2015,Prefeitura Municipal de Antônio Carlos - MG,3102902,MG,DCA-Anexo I-E,NA,Despesas Empenhadas,TotalDespesas,17 - Saneamento,20908.35,11534,17
2015,Prefeitura Municipal de Antônio Carlos - MG,3102902,MG,DCA-Anexo I-E,NA,Despesas Liquidadas,TotalDespesas,17 - Saneamento,20908.35,11534,17
2015,Prefeitura Municipal de Antônio Carlos - MG,3102902,MG,DCA-Anexo I-E,NA,Despesas Pagas,TotalDespesas,17 - Saneamento,20908.35,11534,17
